ticker,date,label,label_name,image_path,close_over_ma5,close_over_ma10,close_over_ma20,rsi_14,vol_ratio20,ret_1d
AAPL,2015-03-30,1,Up,artifacts_project2/images/AAPL/20150330.png,0.012643050750754892,0.0028576155775705825,0.004378453672474469,51.851324609294316,0.8984405027187222,0.02523676555289045
AAPL,2015-03-31,1,Up,artifacts_project2/images/AAPL/20150331.png,0.0007191228868628219,-0.010502236441852442,-0.009099254494155495,47.28388330054322,0.7996313834007013,-0.015360273071521324
AAPL,2015-04-01,1,Up,artifacts_project2/images/AAPL/20150401.png,-0.002070696718389553,-0.008590061198843868,-0.008816067638156788,46.878298085991375,0.7652113990006508,-0.0014227678974452207
AAPL,2015-04-02,1,Up,artifacts_project2/images/AAPL/20150402.png,0.00475888553453685,0.0016786405381634673,0.00013734061940251507,49.68136048699472,0.6211660645739306,0.008592165073716851
AAPL,2015-04-06,1,Up,artifacts_project2/images/AAPL/20150406.png,0.014327701798227732,0.016685267236521417,0.015972003645053467,54.56969256933397,0.7425719274943339,0.016130824970330693
AAPL,2015-04-07,1,Up,artifacts_project2/images/AAPL/20150407.png,0.00431952294013338,0.007042655590657754,0.005825322804618782,51.05987398179513,0.7380501474706406,-0.010430266119983211
AAPL,2015-04-08,1,Up,artifacts_project2/images/AAPL/20150408.png,-0.0007363138556036875,0.004733170649274587,0.002210077451259007,50.02367940834794,0.8144301547361523,-0.0031520770190764935
AAPL,2015-04-09,1,Up,artifacts_project2/images/AAPL/20150409.png,0.0031815604816640697,0.009835988000904461,0.008111984210805723,52.52708242928889,0.7370774170480432,0.007629683151742173
AAPL,2015-04-10,1,Up,artifacts_project2/images/AAPL/20150410.png,0.004453933289688905,0.01165313911550414,0.010538470580170989,53.86764165723676,0.921741956181866,0.004078821721057002
AAPL,2015-04-13,1,Up,artifacts_project2/images/AAPL/20150413.png,0.003261894827490508,0.0067817102463560985,0.007248896501721891,53.08090196971111,0.8491193771925698,-0.0019798619753366165
AAPL,2015-04-14,1,Up,artifacts_project2/images/AAPL/20150414.png,-0.0013989253355038977,0.0026222229830783483,0.0024956474168371656,51.37811648557789,0.6032827381776105,-0.004180128096128777
AAPL,2015-04-15,1,Up,artifacts_project2/images/AAPL/20150415.png,0.0004914538096889576,0.004495610834144292,0.0063442425677346925,52.8295497075837,0.7024793432622872,0.003738776555629819
AAPL,2015-04-16,1,Up,artifacts_project2/images/AAPL/20150416.png,-0.003621131569944369,-0.0017794327996101256,0.0024942320660001904,50.758402245769126,0.7207493129347503,-0.004727830762088159
AAPL,2015-04-17,1,Up,artifacts_project2/images/AAPL/20150417.png,-0.01134478590708754,-0.012742704204430688,-0.007879767520269199,46.07458506681545,1.3098035396977508,-0.011437728122496216
AAPL,2015-04-20,1,Up,artifacts_project2/images/AAPL/20150420.png,0.010186304297220117,0.00977685114137894,0.014287038239027439,54.979266887135076,1.2192628566983983,0.023028460482758417
AAPL,2015-04-21,1,Up,artifacts_project2/images/AAPL/20150421.png,0.0036196888900852375,0.0034478151993435624,0.008761081275659777,52.66183306709641,0.8455765698163699,-0.0055703048527143695
AAPL,2015-04-22,0,Hold,artifacts_project2/images/AAPL/20150422.png,0.014198912333231783,0.014555528931665451,0.021563306723430875,57.31814434593941,0.9756661810182045,0.013462028722771358
AAPL,2015-04-23,0,Hold,artifacts_project2/images/AAPL/20150423.png,0.01715317484197465,0.02063929446429391,0.02765170307209197,60.02043465841774,1.1961665988888566,0.008475819806726292
AAPL,2015-04-24,-1,Down,artifacts_project2/images/AAPL/20150424.png,0.013051026860067871,0.022809595322925036,0.02996574262981655,61.47666074959421,1.1682815891636096,0.004659590094646893
AAPL,2015-04-27,-1,Down,artifacts_project2/images/AAPL/20150427.png,0.023340064511129244,0.03657260663729778,0.044712980994517926,66.58765700186052,2.3657340297247935,0.018086393997179373
AAPL,2015-04-28,-1,Down,artifacts_project2/images/AAPL/20150428.png,0.0013973017668249543,0.016684863245674197,0.026373651218883243,59.02138194877444,2.668016096528924,-0.015939466607054587
AAPL,2015-04-29,0,Hold,artifacts_project2/images/AAPL/20150429.png,-0.013322515582145256,0.0003333570946009168,0.009653383198471754,53.13420764275605,1.388865010904795,-0.01466599664069157
AAPL,2015-04-30,1,Up,artifacts_project2/images/AAPL/20150430.png,-0.03327692079154909,-0.025955246006414967,-0.018015056176442612,44.4525792821038,1.7416772476773428,-0.027061392018164487
AAPL,2015-05-01,0,Hold,artifacts_project2/images/AAPL/20150501.png,-0.0018454843370689922,0.0003318382023502764,0.010352360482499767,53.40049105599628,1.192138959423938,0.030352424172794157
AAPL,2015-05-04,0,Hold,artifacts_project2/images/AAPL/20150504.png,0.002359414982634922,-0.0024570880285655905,0.007849085311374404,52.79489371004338,1.0244407147653198,-0.0019478573569073898
